,artist_name,track_name,popularity,duration_s,key,mode,tempo,valence,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,music_genre
935,Sora Amamiya,Tsukiakari,32.0,259.053,E,Minor,90.961,0.338,0.748,0.622,0.584,0.0,0.113,-5.595,0.026,Anime
936,μ's,タカラモノズ,25.0,226.7722052620345,F,Major,179.96599999999998,0.778,0.021,0.547,0.943,0.0,0.0998,-3.326,0.12,Anime
937,Motohiro Hata,キミ、メグル、ボク,32.0,249.453,A,Major,144.961,0.907,0.0105,0.53,0.864,0.0,0.261,-4.219,0.0299,Anime
938,40mP,Emotional scars Monochrome,12.0,265.345,E,Major,95.947,0.418,0.146,0.526,0.912,0.0,0.192,-4.54,0.0354,Anime
939,KANA-BOON,ストラテジー,38.0,244.92,C,Minor,162.623,0.331,0.0032,0.251,0.925,0.0381,0.0621,-3.366,0.105,Anime
940,Altima,Burst the Gravity,43.0,266.751,G,Minor,127.61265800578396,0.243,0.0853,0.56,0.999,6.54e-05,0.255,-2.625,0.09898645313590913,Anime
941,Hikaru Utada,WINGS,25.0,292.533,E,Major,98.802,0.297,0.0205,0.594,0.7,2.32e-05,0.0595,-5.267,0.0269,Anime
942,empty_field,大尋問 〜モデラート,12.0,121.72,F,Major,117.915,0.886,0.54,0.858,0.275,0.408,0.0805,-15.781,0.0635,Anime
943,Yasuharu Takanashi,Kurogane,33.0,140.653,B,Minor,125.023,0.198,8.06e-06,0.482,0.941,0.0835165654892876,0.0368,-3.998,0.0579,Anime
944,Amatsuki,Ark,31.0,202.133,G,Major,99.829,0.559,0.00488,0.508,0.939,0.0,0.344,-2.472,0.114,Anime
945,Masakatsu Takagi,First Echo,23.0,90.12,G,Major,80.012,0.532,0.995,0.351,0.00926,0.10222271797929777,0.361,-20.534093264393267,0.0439,Anime
946,SPYAIR,Be with,20.0,333.08,D,Major,75.95100000000001,0.217,0.0671,0.461,0.519,0.0,0.126,-3.84,0.0284,Anime
947,Superfly,99,31.0,235.75285468524353,C#,Minor,158.082,0.713,0.00112,0.424,0.958,8.96e-06,0.294,-1.849,0.0628,Anime
948,empty_field,BOOMER KUWANGER STAGE,22.0,140.693,B,Minor,150.137,0.323,0.000294,0.614,0.803,0.1336286039843595,0.0811,-9.3,0.0418,Anime
949,Yuki Hayashi,エンデヴァーの力,20.0,160.053,F,Minor,95.04,0.122,0.00731,0.379,0.779,0.14810031116645406,0.12,-9.472,0.0748,Anime
950,Aun J-Classic Orchestra,Road In The Sea,14.0,328.813,D,Minor,84.975,0.602,0.623,0.298,0.432,0.0795648763855335,0.126,-7.671,0.0331,Anime
951,Falcom Sound Team jdk,To the Future.,16.0,205.68,B,Minor,132.003,0.294,0.219,0.45,0.802,0.12292199247904614,0.287,-7.875,0.0562,Anime
953,Capcom Sound Team,La Vita Nuova - 新生,14.0,167.2,D,Major,149.156,0.102,0.797,0.264,0.186,0.1699481613254745,0.0882,-18.595,0.0409,Anime
955,Motohiro Hata,透明だった世界,51.0,232.36,C,Major,168.21,0.56,0.076,0.373,0.914,0.0,0.669,-4.185,0.0565,Anime
956,amazarashi,Philosophy,31.0,282.053,B,Major,177.018,0.711,0.0205,0.49,0.969,3.71e-06,0.366,-2.631,0.101,Anime
957,RADWIMPS,'I' Novel,33.0,358.48,A,Major,91.97399999999999,0.761,0.0137,0.571,0.763,5.85e-06,0.293,-4.503,0.0436,Anime
958,Nogizaka46,Aimai,24.0,256.907,F#,Minor,128.003,0.337,0.504,0.548,0.771,0.0,0.0838,-4.468,0.0447,Anime
959,NIYARI計画,風に乗れ 進研ゼミCM ORIGINAL COVER INST.Ver,0.0,101.163,F,Major,172.137,0.968,0.0278,0.528,0.811,0.10442778518900467,0.0832,-7.909,0.0374,Anime
960,Sheena Ringo,茜さす 帰路照らされど…,38.0,247.2,A,Major,90.069,0.428,0.536,0.628,0.715,5.64e-05,0.312,-4.919,0.0327,Anime
961,Aimer,Dareka Umiwo,35.0,294.16,G,Minor,71.133,0.236,0.425,0.364,0.548,4.52e-05,0.236,-7.637,0.034,Anime
962,Jin,リマインドブルー,22.0,297.0,G,Major,99.98700000000001,0.352,0.00546,0.484,0.967,0.0,0.354,-4.106,0.261,Anime
963,Aimer,Kogoesouna Kisetsu Kara,33.0,208.533,E,Minor,114.65899999999999,0.394,0.0272,0.301,0.929,0.0,0.102,-4.163,0.0523,Anime
964,Capcom Sound Team,LOCK & LOAD ORIGINAL,29.0,249.64663795863243,A,Major,130.502963274577,0.702,0.000154,0.526,0.972,0.12016547216243309,0.224,-7.542,0.0623,Anime
965,Utsu-P,ガラパゴスで悪いか,19.0,137.338,E,Major,110.001,0.221,0.000247,0.511,0.988,0.0835471607123445,0.109,-2.352,0.0811,Anime
966,Ryuichi Sakamoto,Bibo no Aozora,34.0,396.933,C,Major,74.945,0.118,0.984,0.397,0.0535,0.18420756308471462,0.13,-20.262,0.0422,Anime
967,empty_field,narrow road,26.0,233.667,D,Major,112.73200000000001,0.093,0.971,0.272,0.211,0.1606904200759865,0.132,-17.988,0.0362,Anime
968,Aun J-Classic Orchestra,Yosakoi Naruko Odori,16.0,297.973,B,Minor,115.587,0.492,0.568,0.587,0.562,0.462,0.121,-6.755,0.0325,Anime
969,Kobasolo,プライド革命 feat.未来,28.0,223.573,D,Major,92.458,0.667,0.00449,0.563,0.92,3.29e-06,0.135,-1.983,0.0686,Anime
970,empty_field,Star-crossed Lovers,22.0,92.107,E,Minor,130.08700000000002,0.34,0.976,0.41,0.117,0.0686051747015603,0.0566,-14.304,0.0389,Anime
971,fripSide,LEVEL5-judgelight-,39.0,263.24,G#,Minor,139.493,0.466,0.16,0.563,0.993,0.0937,0.31,-0.641,0.131,Anime
972,Nobuo Uematsu,Fourteen Steps,14.0,258.10822111413347,C,Major,89.945,0.0921,0.614,0.343,0.419,0.13767332474005525,0.127,-11.321,0.0304,Anime
973,Angela,She Talks to Angels (feat. Isaiah Sharkey),31.0,330.919,C,Major,76.054,0.245,0.848,0.625,0.154,3.31e-05,0.096,-11.635,0.0326,Anime
975,empty_field,Akatsuki Arrival,16.0,280.0,G#,Major,125.021,0.559,0.000793,0.496,0.968,2.55e-06,0.086,-2.751,0.0848,Anime
976,Nobuo Uematsu,Fisherman's Horizon (Final Fantasy VIII),36.0,292.947,F,Minor,113.66084969506575,0.0399,0.969,0.144,0.233,0.09460147282298867,0.128,-12.497,0.0386,Anime
977,GARNiDELiA,Love Swing,23.0,234.907,A,Minor,108.14399999999999,0.655,0.492,0.554,0.905,4.64e-05,0.0349,-2.186,0.121,Anime
978,Capcom Sound Team,Remy Stage -THE BEEP-,15.0,185.84,D,Major,130.11,0.511,0.000561,0.575,0.858,0.20245919562815032,0.192,-13.82,0.0377,Anime
979,Yuki Hayashi,大人たち,21.0,100.0,F#,Minor,79.62,0.0386,0.987,0.148,0.0916,0.20269879735945082,0.087,-23.717,0.048,Anime
980,Shiro Sagisu,Fly Me To The Moon - Instrumental Version,31.0,251.00959047238146,D,Minor,148.043,0.498,0.165,0.442,0.55,0.13259262409083847,0.113,-12.907,0.0467,Anime
981,Goose house,Egao No Hana,34.0,283.68,C#,Major,118.24117565482652,0.454,0.41,0.584,0.578,0.0,0.162,-6.233,0.0278,Anime
982,THE ORAL CIGARETTES,ONE'S AGAIN,29.0,282.602,G#,Major,110.008,0.459,0.0187,0.553,0.897,0.0,0.262,-2.939,0.0719,Anime
983,Nayutalien,アンドロメダアンドロメダ,31.0,182.958,E,Major,142.016,0.907,0.0496,0.755,0.778,0.0,0.325,-2.711,0.0561,Anime
984,MAXIMUM THE HORMONE,Nigirrrrrrrre!!,30.0,249.77367107263655,G,Major,116.662,0.365,0.00206,0.504,0.981,0.0004309999999999,0.0895,-2.663,0.0778,Anime
985,Yasuharu Takanashi,Shippuu Jinrai,28.0,279.0049628754641,D,Major,135.02700000000002,0.362,0.000381,0.491,0.967,0.454,0.0886,-3.068,0.0432,Anime
986,Shigeru Umebayashi,A Swordsman of Honor,18.0,108.36,A#,Minor,63.111999999999995,0.0524,0.752,0.197,0.0765,0.2264533806687953,0.124,-25.267,0.045,Anime
987,Mika Kobayashi,Me & Creed,21.0,206.613,E,Minor,79.985,0.225,0.00431,0.416,0.727,0.000659,0.442,-7.131,0.0431,Anime
988,SILENT SIREN,渇かない涙,28.0,310.707,E,Major,180.03,0.517,0.253,0.519,0.707,0.00084,0.212,-4.844,0.0261,Anime
989,Masaharu Fukuyama,家族になろうよ,51.0,307.813,G#,Major,147.556,0.219,0.539,0.495,0.422,5.46e-06,0.111,-6.757,0.0314,Anime
990,Nobuo Uematsu,Harvest,15.0,106.6,F,Major,100.915,0.961,0.414,0.433,0.773,0.08148056557492628,0.208,-8.712,0.0463,Anime
992,IKASAN,Dokusenyoku,14.0,264.5,B,Major,117.00299999999999,0.718,0.089,0.705,0.79,0.0,0.0616,-3.445,0.203,Anime
993,BACK-ON,ONE STEP!,19.0,220.6,B,Minor,134.976,0.648,0.0079,0.597,0.946,0.0,0.342,-3.351,0.128,Anime
994,黒崎真音,楽園の翼,27.0,227.16,F,Major,154.952,0.636,0.309,0.38,0.901,0.0,0.377,-1.51,0.0592,Anime
995,WEAVER,Shiori feat. Izumi Nakasone (HY),19.0,274.42,A,Major,77.947,0.293,0.652,0.523,0.438,0.0,0.0886,-5.791,0.0284,Anime
996,Eminence Symphony Orchestra,Memories from Days Far Away,19.0,247.01459382775914,D,Major,166.113,0.14,0.981,0.316,0.0956,0.15155141815545742,0.114,-18.252,0.0532,Anime
998,Sukima Switch,"Ah Yeah!! - スキマスイッチ TOUR 2016 ""POPMAN'S CARNIVAL""",18.0,281.853,G#,Major,147.892,0.497,0.0229,0.367,0.86,0.0,0.454,-5.54,0.0408,Anime
999,POLKADOT STINGRAY,大脱走,33.0,237.24,B,Minor,127.86397014617837,0.722,0.188,0.557,0.665,0.0,0.128,-3.995,0.0431,Anime
1000,Ryuichi Sakamoto,Church Dream,24.0,158.172,E,Minor,122.31439980463998,0.0331,0.143,0.145,0.268,0.19995951352584215,0.051,-20.117,0.0586,Anime
1001,IKASAN,Kokoronashi,18.0,268.293,F,Major,168.042,0.503,0.0937,0.587,0.653,0.0,0.291,-4.77,0.0363,Anime
1002,LiSA,Rapid Life Syndrome,25.0,290.693,G,Major,92.49,0.698,0.00989,0.622,0.979,1.07e-06,0.406,-2.348,0.158,Anime
1003,empty_field,konayuki,13.0,284.373,G,Major,130.02,0.233,0.00613,0.545,0.947,0.0,0.328,-2.637,0.0976,Anime
1004,Tia,好き好きびーむ,30.0,192.4,F#,Minor,94.301,0.361,0.025,0.443,0.784,0.0,0.35,-3.983,0.0611,Anime
1005,Sumire Uesaka,踊れ!きゅーきょく哲学,21.0,249.867,B,Minor,132.50402950878077,0.647,0.0219,0.572,0.995,0.00183,0.189,-2.8,0.0781,Anime
1006,empty_field,Mayonaka No Orchestra,44.0,353.92,C,Major,136.967,0.534,0.000686,0.453,0.915,0.0,0.154,-4.054,0.0699,Anime
1007,Bruce Faulconer,Piccolo Angry,16.0,159.293,D,Major,165.025,0.383,0.00528,0.431,0.611,0.09206808388001755,0.162,-8.224,0.0296,Anime
1009,Porno Graffitti,Ai Ga Yobu Houe,17.0,259.573,C#,Major,99.015,0.494,0.0634,0.649,0.73,0.0,0.0817,-4.578,0.0247,Anime
1011,FloFilz,Corners,34.0,103.703,C,Major,79.969,0.287,0.347,0.729,0.515,0.00692,0.127,-10.147,0.184,Jazz
1012,Bonobo,We Could Forever,51.0,282.0,G,Minor,93.037,0.636,0.0181,0.669,0.885,0.00386,0.265,-7.08,0.0378,Jazz
1013,Diana Krall,The Look Of Love,63.0,282.0,A#,Major,93.037,0.364,0.699,0.58,0.299,0.00386,0.0805,-13.03,0.0269,Jazz
1014,Richard Elliot,This Could Be Real,44.0,295.867,F#,Major,88.191,0.639,0.308,0.698,0.827,0.0,0.0314,-5.506,0.0503,Jazz
1015,Lars Gullin,Danny's Dream,29.0,339.64,G#,Major,63.476000000000006,0.223,0.954,0.49,0.122,0.195,0.125,-16.02,0.0358,Jazz
1016,empty_field,Easy Listening Tune for Cafes and Coffee Houses,37.0,72.0,G#,Major,119.615,0.672,0.846,0.699,0.258,0.525,0.201,-12.411,0.0455,Jazz
1017,Hailu Mergia,Yene Nesh Wey (Amalele),35.0,278.347,B,Major,105.337,0.767,0.106,0.422,0.574,0.00209,0.221,-11.334,0.0337,Jazz
1019,Guru's Jazzmatazz,Plenty,44.0,278.6,G#,Major,82.646,0.611,0.161,0.804,0.403,2.01e-06,0.533,-6.027,0.0447,Jazz
1020,Joe Sample,The Road Less Traveled,32.0,182.563,G,Minor,87.985,0.743,0.169,0.645,0.498,0.0002379999999999,0.139,-14.125,0.0447,Jazz
1021,Malynda Hale,The La La Song,29.0,182.563,B,Major,94.999,0.47,0.0163,0.692,0.604,0.0002379999999999,0.181,-6.969,0.0344,Jazz
1022,Stanley Turrentine,Sugar,36.0,354.667,C,Minor,124.001,0.544,0.437,0.568,0.543,0.0133,0.107,-10.975,0.038,Jazz
1023,Bill Evans,Young And Foolish,49.0,354.667,A,Major,101.01,0.136,0.973,0.438,0.0172,0.557,0.0815,-23.66,0.0384,Jazz
1024,Ohio Players,Don't Say Goodbye,42.0,348.467,G,Minor,116.993,0.825,0.146,0.809,0.56,9.42e-05,0.0835,-8.644,0.0612,Jazz
1025,Ahmad Jamal,Marseille (feat. Abd Al Malik),45.0,443.48,C,Major,85.82,0.315,0.768,0.434,0.301,0.00132,0.241,-15.755,0.0447,Jazz
1026,Mujo,El Manaba,40.0,136.413,D#,Minor,93.09899999999999,0.65,0.648,0.714,0.124,0.0621,0.104,-11.168,0.165,Jazz
1027,Stanley Turrentine,Sunny,36.0,440.667,F,Minor,121.92399999999999,0.624,0.557,0.559,0.488,0.0621,0.0848,-6.976,0.0301,Jazz
1028,Thelonious Monk Trio,Blue Monk - Rudy Van Gelder Remaster,44.0,456.36,D#,Major,147.361,0.657,0.66,0.444,0.339,0.103,0.163,-16.936,0.0417,Jazz
1030,Jessy J,Lovesong,35.0,316.378,G#,Major,118.947,0.23,0.797,0.742,0.287,0.622,0.0988,-10.569,0.0371,Jazz
1031,Dizzy Gillespie,Tin Tin Deo,39.0,162.76,F,Minor,104.98299999999999,0.967,0.722,0.713,0.462,0.0173,0.101,-13.108,0.0312,Jazz
1032,Willie Colón,Yo Puedo Vivir Del Amor,39.0,513.32,F,Major,104.98299999999999,0.833,0.367,0.566,0.704,0.0,0.175,-5.606,0.0406,Jazz
1033,Renee Olstead,A Love That Will Last,58.0,212.16,B,Minor,81.92299999999999,0.342,0.841,0.666,0.303,0.000711,0.0971,-11.028,0.0356,Jazz
1035,Joshua Redman,The Nearness of You,55.0,213.133,G#,Major,74.933,0.197,0.992,0.447,0.163,0.56,0.654,-14.835,0.0707,Jazz
1036,Thievery Corporation,Firelight (feat. Lou Lou Ghelichkhani),35.0,213.133,A,Minor,118.40100000000001,0.696,0.206,0.772,0.662,0.56,0.0776,-7.009,0.0306,Jazz
1037,Ramsey Lewis,Cry Baby Cry,39.0,230.173,C,Major,80.71600000000001,0.163,0.267,0.353,0.484,0.0113,0.525,-13.296,0.0521,Jazz
1038,Mndsgn,Cosmic Perspective,44.0,259.464,G#,Major,110.95700000000001,0.601,0.0293,0.687,0.731,0.00836,0.163,-7.774,0.108,Jazz
1039,Gábor Szabó,Ferris Wheel,36.0,326.04,G,Major,119.574,0.406,0.706,0.444,0.305,0.09907335356812633,0.112,-14.263,0.0356,Jazz
1040,Gabriel Garzón-Montano,Golden Wings (Instrumental),41.0,269.095,A,Minor,90.84299999999999,0.318,0.317,0.795,0.497,0.621,0.0646,-10.718,0.089,Jazz
1041,Chuck Loeb,While We Speak,37.0,221.16715096889428,G,Minor,95.04,0.683,0.57,0.724,0.524,0.621,0.0772,-9.169,0.0292,Jazz
1042,B0nds,green eyed lady,35.0,120.0,A,Minor,101.40299999999999,0.509,0.262,0.712,0.428,0.0752,0.12,-10.674,0.142,Jazz
1043,MF Eistee,chimney,49.0,120.0,A,Minor,88.171,0.528,0.586,0.872,0.142,0.0752,0.111,-10.473,0.0383,Jazz
1044,Animals As Leaders,The Future That Awaited Me,38.0,273.366,F,Major,153.019,0.203,0.00527,0.471,0.914,0.06695902256146702,0.0507,-5.954,0.0383,Jazz
1045,empty_field,Honey,39.0,239.04,C#,Minor,97.012,0.637,0.86,0.698,0.361,0.13313221760876776,0.117,-11.985,0.0344,Jazz
1046,Pete Rock,Nothing More - Instrumental,45.0,240.54,F#,Major,89.79799999999999,0.743,0.256,0.754,0.461,0.16645882994800074,0.0993,-17.005,0.162,Jazz
1047,John Coltrane,Central Park West,40.0,251.293,B,Major,73.467,0.15,0.955,0.311,0.0312,0.302,0.0965,-21.88,0.036,Jazz
1048,Bill Frisell,You've Got To Hide Your Love Away,47.0,310.867,G,Major,80.061,0.157,0.414,0.248,0.418,0.302,0.111,-8.23,0.0272,Jazz
1049,A Tribe Called Quest,Infamous Date Rape,45.0,173.573,D,Major,188.25099999999998,0.5,0.245,0.759,0.344,0.0104,0.125,-13.638,0.07034009439519252,Jazz
1050,Blockhead,Slippery Slope,36.0,274.286,F#,Major,70.189,0.324,0.318,0.623,0.371,5.48e-05,0.104,-19.729,0.0422,Jazz
1051,Ash Walker,Bagger,37.0,204.399,E,Minor,80.033,0.338,0.0297,0.629,0.639,0.622,0.294,-8.584,0.0422,Jazz
1052,Kim Waters,You Know That I Love You,28.0,302.72,G#,Minor,95.96799999999999,0.683,0.104,0.75,0.44,0.121,0.114,-7.487,0.0292,Jazz
1053,Damu The Fudgemunk,Truly Get Yours - Instrumental,34.0,302.72,E,Minor,88.29700000000001,0.244,0.0524,0.651,0.783,0.1276260596018493,0.415,-4.453,0.0249,Jazz
1054,The Quintet of the Hot Club of San Francisco,Jitterbug Waltz,32.0,371.0,C,Major,97.696,0.386,0.847,0.616,0.339,0.0,0.146,-13.482,0.0444,Jazz
1055,Sarah Vaughan,Make Yourself Comfortable,43.0,159.56,E,Minor,123.68700000000001,0.394,0.87,0.526,0.125,0.0,0.119,-14.848,0.0436,Jazz
1056,Denis Solee,Let It Snow! Let It Snow! Let It Snow! (feat. Denis Solee),33.0,168.133,A#,Major,136.257,0.634,0.88,0.626,0.178,0.11006112283601957,0.0846,-14.544,0.0475,Jazz
1057,6u5,Douai Charleston,41.0,235.733,E,Minor,80.135,0.702,0.102,0.772,0.81,0.00224,0.178,-10.329,0.108,Jazz
1058,Glenn Miller,I Know Why (And So Do You),33.0,178.133,A,Major,80.135,0.443,0.984,0.337,0.29,0.00224,0.224,-7.47,0.0271,Jazz
1059,Emilie-Claire Barlow,Les yeux ouverts (dream a little dream of me),46.0,286.423,F,Minor,81.97,0.175,0.901,0.368,0.197,2.22e-06,0.128,-12.884,0.0346,Jazz
1060,Najee,Have You Ever Loved Somebody,29.0,320.573,E,Minor,88.87700000000001,0.716,0.185,0.645,0.568,0.00774,0.129,-9.702,0.034,Jazz
1062,Snarky Puppy,The Clearing,29.0,470.64,E,Minor,170.012,0.374,0.126,0.414,0.486,0.646,0.0903,-10.957,0.129,Jazz
1063,Bobbi Humphrey,Harlem River Drive,34.0,470.64,F,Minor,132.791,0.858,0.0933,0.421,0.693,1.61e-05,0.0903,-11.425,0.0337,Jazz
1064,Daniel Karlsson Trio,In the Tambourine Forge,33.0,500.226,A,Minor,132.791,0.0397,0.87,0.383,0.16,0.016168519304068235,0.107,-19.497,0.0361,Jazz
1065,Deca,Fairburn,30.0,104.584,C#,Minor,82.572,0.552,0.0907,0.894,0.485,0.0463,0.103,-6.468,0.0987,Jazz
1066,Andy Montañez,Un Verano En Nueva York,45.0,441.36,C,Minor,118.226,0.714,0.476,0.544,0.657,0.0463,0.298,-7.457,0.0406,Jazz
1067,empty_field,Blue in Green,39.0,219.6,D,Minor,101.615,0.238,0.749,0.395,0.219,0.0145,0.109,-12.447,0.0328,Jazz
1068,Blossom Dearie,Try Your Wings,42.0,206.427,D,Minor,122.56,0.334,0.967,0.573,0.0307,4.11e-06,0.123,-20.581,0.0482,Jazz
1069,Flitz&Suppe,Its All There,49.0,207.812,A#,Major,81.995,0.2,0.567,0.657,0.179,0.116,0.366,-10.327,0.0725,Jazz
1070,Weather Report,Havona,33.0,361.587,E,Major,95.027,0.272,0.325,0.334,0.784,0.116,0.0637,-9.745,0.0397,Jazz
1071,The Electric Swing Circus,Bella Belle,47.0,218.121,C#,Minor,95.027,0.534,0.0275,0.819,0.727,0.0105,0.0602,-6.114,0.087,Jazz
1072,Drips Zacheer,Moondance,48.0,219.16,F,Major,166.7,0.527,0.842,0.687,0.566,0.10767038254572397,0.122,-9.764,0.12,Jazz
1073,Angelo DeBarre,La Gitane,43.0,219.16,D,Minor,117.397,0.802,0.701,0.569,0.397,0.000586,0.124,-16.239,0.0363,Jazz
1074,Gregory Porter,Painted on Canvas,27.0,285.187,D#,Major,86.197,0.662,0.671,0.574,0.366,0.000586,0.0934,-11.64,0.0418,Jazz
1075,Ella Fitzgerald,Night And Day,46.0,184.093,G#,Major,117.01,0.402,0.805,0.447,0.304,0.0,0.065,-10.025,0.0468,Jazz
1076,KLIM,I Want You to Know,9.0,203.375,A,Minor,81.99600000000001,0.387,0.318,0.308,0.442,0.118,0.14,-9.288,0.0577,Jazz
1077,Wax Tailor,Once Upon a Past,37.0,287.4,D,Minor,81.99600000000001,0.259,0.138,0.62,0.655,0.118,0.336,-7.575,0.043,Jazz
1078,Wynton Kelly,Someday My Prince Will Come,43.0,186.137,A#,Major,114.01700000000001,0.249,0.569,0.534,0.333,3.17e-06,0.0773,-17.066,0.039,Jazz
1079,Oscar D'León,Vi en Tu Mirada,0.0,208.273,D,Minor,77.625,0.198,0.969,0.376,0.112,0.00137,0.163,-18.05,0.0328,Jazz
1080,empty_field,Fort Knox,42.0,197.787,A#,Minor,117.40700000000001,0.73,0.138,0.676,0.689,0.0,0.334,-7.837,0.137,Jazz
1081,Patrick Bradley,Funky Greens,40.0,202.85473745203535,C,Major,135.987,0.966,0.102,0.811,0.819,0.202,0.0506,-6.077,0.0362,Jazz
1082,Jamie Berry,Twitch - Original Mix,40.0,217.84056314040288,C#,Major,117.973,0.837,0.347,0.867,0.809,0.202,0.465,-4.094,0.264,Jazz
1083,"Earth, Wind & Fire",On Your Face,40.0,233.04628558774465,E,Major,94.191,0.898,0.244,0.734,0.702,2.02e-05,0.0672,-9.081,0.0667,Jazz
1084,John Coltrane,Lush Life,37.0,202.053,C#,Major,106.79299999999999,0.196,0.982,0.489,0.227,1.46e-05,0.125,-11.819,0.0369,Jazz
1085,Nina Simone,Save Me,44.0,202.053,C,Major,126.696,0.908,0.587,0.707,0.708,1.46e-05,0.0764,-7.543,0.117,Jazz
1086,The Cinematic Orchestra,Time And Space,30.0,511.187,C,Major,141.911,0.0561,0.179,0.458,0.31,0.0141,0.164,-12.873,0.0361,Jazz
1087,Average White Band,School Boy Crush,45.0,300.837,D,Major,171.645,0.815,0.0928,0.581,0.588,0.0141,0.0852,-7.469,0.0555,Jazz
1088,Ella Fitzgerald,Let It Snow! Let It Snow! Let It Snow!,42.0,162.36,G,Minor,77.442,0.807,0.852,0.504,0.392,0.0,0.176,-8.079,0.0581,Jazz
1089,empty_field,Blue Blocks,45.0,275.389,A#,Minor,92.73200000000001,0.474,0.805,0.391,0.513,0.668,0.131,-13.444,0.0328,Jazz
1090,Chuck Loeb,Bring It,30.0,293.107,E,Minor,116.104,0.74,0.204,0.812,0.734,0.668,0.0765,-7.119,0.053,Jazz
1091,Delfeayo Marsalis,Such Sweet Thunder,40.0,363.566,G,Major,102.493,0.382,0.489,0.586,0.349,0.28,0.0711,-13.492,0.0406,Jazz
1092,Silvana Estrada,Tenías Que Ser Tú,53.0,141.83,E,Minor,93.766,0.82,0.399,0.603,0.675,0.0,0.124,-6.555,0.0637,Jazz
1093,Brad Mehldau,Exit Music - For a Film,41.0,263.933,E,Minor,113.90335704316807,0.117,0.921,0.283,0.174,0.676,0.0582,-21.064,0.0331,Jazz
1094,João Gilberto,Desafinado,44.0,119.467,G#,Minor,74.03699999999999,0.795,0.829,0.501,0.316,2.59e-06,0.116,-12.616,0.0441,Jazz
1095,Abbey Lincoln,Do Nothing 'Til You Hear From Me,44.0,136.36,G,Major,74.03699999999999,0.365,0.721,0.423,0.27,0.0,0.219,-9.9,0.0263,Jazz
1096,Tony Allen,Go Back (feat. Damon Albarn),49.0,243.787,G,Minor,99.01100000000001,0.898,0.0568,0.678,0.905,0.0239,0.24,-5.526,0.0784,Jazz
1097,People Under The Stairs,Graffiti on a High School Wall,44.0,236.768,B,Minor,99.01100000000001,0.717,0.165,0.844,0.707,0.0,0.664,-8.422,0.158,Jazz
1098,TesseracT,Survival,41.0,265.039,F#,Major,134.941,0.37,0.000538,0.53,0.883,3.51e-05,0.32,-7.806,0.0428,Jazz
1100,Quincy Jones,"Maybe God Is Tryin' To Tell You Somethin' - From ""The Color Purple"" Soundtrack",33.0,278.427,C#,Major,134.31,0.443,0.522,0.364,0.799,0.0,0.602,-10.667,0.246,Jazz
1101,Ella Fitzgerald,Nature Boy,43.0,192.24,G,Minor,98.34200000000001,0.281,0.911,0.518,0.0478,0.000741,0.113,-24.344,0.0404,Jazz
1102,Glenn Miller,Pennsylvania 6-5000,44.0,192.24,C#,Major,146.2,0.516,0.889,0.707,0.279,0.388,0.153,-12.738,0.14,Jazz
1103,Nat King Cole,I'm Gonna Sit Right Down (And Write Myself A Letter),38.0,156.547,D#,Major,125.90100000000001,0.695,0.562,0.428,0.408,0.0,0.0482,-10.242,0.0413,Jazz
1104,Bobby Lyle,Rain Walkin,26.0,317.493,C,Major,123.041,0.965,0.297,0.812,0.756,0.18945547065187082,0.352,-8.267,0.0291,Jazz
1105,Herbie Hancock,Tell Me A Bedtime Story,31.0,301.867,E,Minor,118.50399999999999,0.353,0.713,0.398,0.527,0.031,0.119,-16.591,0.0297,Jazz
1106,Koop,Come to Me,38.0,199.914,G,Minor,174.725,0.761,0.418,0.576,0.728,0.031,0.106,-6.425,0.039,Jazz
1107,Kelsea Ballerini,Lost In Japan - Recorded at Sound Stage Studios Nashville,53.0,199.914,C,Major,92.542,0.58,0.76,0.622,0.503,0.0,0.434,-8.783,0.122,Jazz
1108,empty_field,Beat laments the world,46.0,263.373,C#,Major,92.542,0.757,0.409,0.578,0.638,0.000197,0.112,-9.134,0.0596,Jazz
1109,Between The Buried And Me,Glide,39.0,133.248,A,Major,144.52700000000002,0.0474,0.686,0.406,0.318,0.000197,0.0616,-13.163,0.031,Jazz
1110,tusken.,Premace,38.0,158.0,G,Minor,82.024,0.92,0.652,0.785,0.346,6.02e-06,0.127,-11.729,0.0427,Jazz
1111,Tony Bennett,I’ve Got A Crush On You,47.0,238.573,G,Minor,173.27200000000002,0.144,0.941,0.401,0.131,6.02e-06,0.112,-12.738,0.0427,Jazz
1112,Paolo Fresu,Le jardin des Fées,41.0,312.063,A,Minor,132.16899999999998,0.103,0.989,0.273,0.139,0.060033884834915396,0.119,-15.384,0.0368,Jazz
1113,Thievery Corporation,(The Forgotten People),44.0,190.907,G,Major,97.538,0.645,0.0164,0.712,0.814,0.0751,0.0508,-6.1,0.0718,Jazz
1115,DJ Food,Turtle Soup - Wagon Christ Mix,42.0,475.373,G#,Major,180.877,0.491,0.00552,0.618,0.429,0.47,0.123,-14.613,0.0679,Jazz
1116,Mocky,The Come Up,49.0,219.073,D,Major,105.185,0.652,0.203,0.561,0.505,0.47,0.326,-13.184,0.0513,Jazz
1118,Nils,Pacific Coast Highway,36.0,309.24,B,Minor,72.986,0.374,0.128,0.676,0.805,0.662,0.038,-7.278,0.0405,Jazz
